declarationType,incidentType,disasterName,disasterNumber,incidentBeginDate,incidentEndDate,stateCode,stateName
Major Disaster,Tornado,TORNADO,6,1953-06-09,1953-06-09,MI,Michigan                      
Major Disaster,Flood,FLOOD,48,1955-12-24,1955-12-24,NV,Nevada                        
Major Disaster,Hurricane,HURRICANE & FLOOD,39,1955-08-20,1955-08-20,RI,Rhode Island                  
Major Disaster,Hurricane,HURRICANES,23,1954-09-02,1954-09-02,RI,Rhode Island                  
Major Disaster,Tornado,TORNADO,14,1953-12-06,1953-12-06,MS,Mississippi                   
Major Disaster,Tornado,TORNADOES,54,1956-04-07,1956-04-07,OK,Oklahoma                      
Major Disaster,Hurricane,HURRICANE,29,1954-10-17,1954-10-17,SC,South Carolina                
Major Disaster,Tornado,TORNADO & HEAVY RAINFALL,2,1953-05-15,1953-05-15,TX,Texas                         
Major Disaster,Flood,FLOOD,50,1956-02-25,1956-02-25,WA,Washington                    
Major Disaster,Flood,FLOOD & TORNADO,35,1955-06-01,1955-06-01,OK,Oklahoma                      
Major Disaster,Hurricane,HURRICANES,25,1954-09-17,1954-09-17,CT,Connecticut                   
Major Disaster,Flood,FLOOD,8,1953-06-11,1953-06-11,IA,Iowa                          
Major Disaster,Flood,FLOOD,66,1957-01-31,1957-01-31,KY,Kentucky                      
Major Disaster,Flood,FLOOD,52,1956-03-29,1956-03-29,NY,New York                      
Major Disaster,Hurricane,"HURRICANE, TORRENTIAL RAIN & FLOODS",42,1955-08-20,1955-08-20,CT,Connecticut                   
Major Disaster,Flood,FLOOD,27,1954-10-13,1954-10-13,NM,New Mexico                    
Major Disaster,Flood,FLOOD,17,1954-06-23,1954-06-23,IA,Iowa                          
Major Disaster,Flood,FLOODS & RAINS,40,1955-08-20,1955-08-20,PA,Pennsylvania                  
Major Disaster,Hurricane,HURRICANE & FLOODS,45,1955-08-22,1955-08-22,NY,New York                      
Major Disaster,Flood,FLOOD & EROSION,15,1954-02-05,1954-02-05,CA,California                    
Major Disaster,Flood,FLOOD,20,1954-07-31,1954-07-31,SD,South Dakota                  
Major Disaster,Severe Storm(s),STORM,61,1956-08-09,1956-08-09,PA,Pennsylvania                  
Major Disaster,Severe Storm(s),SEVERE STORM,56,1956-04-24,1956-04-24,NC,North Carolina                
Major Disaster,Hurricane,HURRICANES,37,1955-08-13,1955-08-13,NC,North Carolina                
Major Disaster,Volcano,VOLCANO,32,1955-04-01,1955-04-01,HI,Hawaii                        
Major Disaster,Flood,FLOOD,12,1953-10-22,1953-10-22,FL,Florida                       
Major Disaster,Flood,FLOODS,5,1953-06-06,1953-06-06,MT,Montana                       
Major Disaster,Flood,FLOOD,30,1954-10-26,1954-10-26,IN,Indiana                       
Major Disaster,Flood,FLOOD,3,1953-05-29,1953-05-29,LA,Louisiana                     
Major Disaster,Flood,FLOOD,47,1955-12-23,1955-12-23,CA,California                    
Major Disaster,Hurricane,HURRICANES,22,1954-09-02,1954-09-02,MA,Massachusetts                 
Major Disaster,Hurricane,HURRICANE & FLOODS,41,1955-08-20,1955-08-20,NJ,New Jersey                    
Major Disaster,Flood,FLOOD,51,1956-03-15,1956-03-15,PA,Pennsylvania                  
Major Disaster,Tornado,TORNADO,16,1954-03-17,1954-03-17,GA,Georgia                       
Major Disaster,Hurricane,HURRICANES,26,1954-10-07,1954-10-07,NY,New York                      
Major Disaster,Flood,FLOOD,36,1955-06-21,1955-06-21,NV,Nevada                        
Major Disaster,Other,SEVERE HARDSHIP,31,1954-11-10,1954-11-10,AK,Alaska                        
Major Disaster,Fire,FOREST FIRE,11,1953-07-02,1953-07-02,NH,New Hampshire                 
Major Disaster,Tornado,TORNADO,4,1953-06-02,1953-06-02,MI,Michigan                      
Major Disaster,Other,SEVERE HARDSHIP,46,1955-12-22,1955-12-22,AK,Alaska                        
Major Disaster,Flood,FLOOD,21,1954-08-04,1954-08-04,WV,West Virginia                 
Major Disaster,Flood,"SEVERE STORMS, LANDSLIDES, AND MUDSLIDES",4360,2018-02-14,2018-02-25,OH,Ohio                          
Major Disaster,Mud/Landslide,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4359,2018-02-14,2018-02-20,WV,West Virginia                 
Major Disaster,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4358,2018-02-09,2018-02-14,KY,Kentucky                      
Major Disaster,Severe Storm(s),SEVERE STORMS AND TORNADOES,4362,2018-03-19,2018-03-20,AL,Alabama                       
Major Disaster,Flood,"SEVERE STORMS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",4361,2018-02-21,2018-03-21,KY,Kentucky                      
Major Disaster,Flood,SEVERE STORMS AND FLOODING,4363,2018-02-14,2018-03-04,IN,Indiana                       
Major Disaster,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4365,2018-04-13,2018-04-16,HI,Hawaii                        
Major Disaster,Severe Storm(s),TORNADO AND SEVERE STORMS,4364,2018-04-15,2018-04-15,NC,North Carolina                
Major Disaster,Volcano,KILAUEA VOLCANIC ERUPTION AND EARTHQUAKES,4366,2018-05-03,2018-08-17,HI,Hawaii                        
Major Disaster,Coastal Storm,SEVERE STORM AND FLOODING,4367,2018-03-02,2018-03-08,ME,Maine                         
Major Disaster,Snow,SEVERE WINTER STORM AND SNOWSTORM,4371,2018-03-13,2018-03-14,NH,New Hampshire                 
Major Disaster,Coastal Storm,SEVERE STORM,4369,2017-12-04,2017-12-04,AK,Alaska                        
Major Disaster,Severe Storm(s),SEVERE WINTER STORM AND SNOWSTORM,4368,2018-03-06,2018-03-07,NJ,New Jersey                    
Major Disaster,Coastal Storm,SEVERE STORM AND FLOODING,4370,2018-03-02,2018-03-08,NH,New Hampshire                 
Major Disaster,Fire,WILDFIRES,4373,2018-04-11,2018-04-20,OK,Oklahoma                      
Major Disaster,Severe Storm(s),SEVERE WINTER STORM AND FLOODING,4372,2018-03-02,2018-03-03,MA,Massachusetts                 
Major Disaster,Severe Storm(s),SEVERE STORMS AND FLOODING,4374,2018-05-15,2018-05-19,MD,Maryland                      
Major Disaster,Snow,SEVERE WINTER STORM AND STRAIGHT-LINE WINDS,4375,2018-04-13,2018-04-18,NE,Nebraska                      
Major Disaster,Flood,SEVERE STORM AND FLOODING,4376,2018-05-27,2018-05-28,MD,Maryland                      
Major Disaster,Flood,SEVERE STORMS AND FLOODING,4377,2018-06-19,2018-07-13,TX,Texas                         
Fire Management,Fire,DOLLAR RIDGE FIRE,5248,2018-07-02,2018-07-22,UT,Utah                          
Fire Management,Fire,TINDER FIRE,5236,2018-04-27,,AZ,Arizona                       
Fire Management,Fire,LEGION LAKE FIRE,5229,2017-12-12,2017-12-14,SD,South Dakota                  
Fire Management,Fire,UPPER COLONY FIRE,5242,2018-06-17,,NV,Nevada                        
Fire Management,Fire,89 EAST FIRE,5238,2018-05-11,2018-05-13,AZ,Arizona                       
Fire Management,Fire,RHEA FIRE COMPLEX ,5232,2018-04-11,2018-04-24,OK,Oklahoma                      
Fire Management,Fire,SPRING CREEK FIRE,5246,2018-06-28,2018-07-12,CO,Colorado                      
Fire Management,Fire,MCCLELLAN FIRE,5235,2018-04-17,2018-04-22,TX,Texas                         
Fire Management,Fire,SKIRBALL FIRE,5227,2017-12-06,2017-12-15,CA,California                    
Fire Management,Fire,PAWNEE FIRE,5244,2018-06-24,2018-07-06,CA,California                    
Fire Management,Fire,CREEK FIRE,5225,2017-12-05,2017-12-14,CA,California                    
Fire Management,Fire,REDWOOD VALLEY FIRE,5219,2017-10-09,,CA,California                    
Fire Management,Fire, PARTRICK FIRE,5222,2017-10-09,,CA,California                    
Fire Management,Fire,CREEK FIRE,5245,2018-06-24,2018-06-29,CA,California                    
Fire Management,Fire,LOBO FIRE,5217,2017-10-09,,CA,California                    
Fire Management,Fire,TUBBS FIRE ,5215,2017-10-08,,CA,California                    
Fire Management,Fire,ATLAS FIRE,5214,2017-10-09,,CA,California                    
Fire Management,Fire,LILAC FIRE,5228,2017-12-07,2017-12-16,CA,California                    
Fire Management,Fire,34 FIRE COMPLEX ,5231,2018-04-11,2018-04-23,OK,Oklahoma                      
Fire Management,Fire,CHATEAU FIRE,5247,2018-06-30,2018-07-06,CO,Colorado                      
Fire Management,Fire,HARBOR BAY FIRE,5233,2018-04-13,2018-04-20,TX,Texas                         
Fire Management,Fire,MCDANNALD FIRE,5237,2018-05-02,2018-05-14,TX,Texas                         
Fire Management,Fire,LAKE CHRISTINE FIRE,5249,2018-07-04,2018-07-11,CO,Colorado                      
Fire Management,Fire,SHUMACH FIRE COMPLEX,5230,2018-03-16,2018-03-16,OK,Oklahoma                      
Fire Management,Fire,CANYON 2 FIRE,5223,2017-10-09,2017-10-20,CA,California                    
Fire Management,Fire,SOLDIER CANYON FIRE,5240,2018-06-07,,NM,New Mexico                    
Fire Management,Fire,UTE PARK FIRE ,5239,2018-05-31,,NM,New Mexico                    
Fire Management,Fire,NUNS FIRE,5220,2017-10-08,,CA,California                    
Fire Management,Fire,GRAHAM FIRE,5243,2018-06-21,2018-06-25,OR,Oregon                        
Fire Management,Fire,THOMAS FIRE,5224,2017-12-04,,CA,California                    
Fire Management,Fire,LA PORTE FIRE,5218,2017-10-09,,CA,California                    
Fire Management,Fire,335 FIRE,5234,2018-04-13,2018-04-15,TX,Texas                         
Fire Management,Fire,SULPHUR FIRE,5221,2017-10-09,,CA,California                    
Fire Management,Fire,RYE FIRE,5226,2017-12-05,2017-12-14,CA,California                    
Fire Management,Fire,BADGER CREEK FIRE,5241,2018-06-11,,WY,Wyoming                       
Fire Management,Fire,CASCADE FIRE,5216,2017-10-08,,CA,California                    
Fire Management,Fire,CANYON FIRE,5213,2017-09-25,2017-10-02,CA,California                    
Fire Management,Fire,EAGLE CREEK FIRE,5203,2017-09-02,2017-09-20,OR,Oregon                        
Fire Management,Fire,STRAWBERRY FIRE,5212,2017-09-11,2017-09-15,MT,Montana                       
Fire Management,Fire,LODGEPOLE FIRE COMPLEX,5194,2017-07-20,2017-07-27,MT,Montana                       
Fire Management,Fire,COLD SPRINGS FIRE,5190,2017-07-14,2017-07-15,NV,Nevada                        
Fire Management,Fire,LA TUNA FIRE,5201,2017-09-01,2017-09-10,CA,California                    
Fire Management,Fire,SPROMBERG FIRE,5182,2017-05-23,2017-05-27,WA,Washington                    
Fire Management,Fire,WEST FORK FIRE,5209,2017-09-09,2017-09-21,MT,Montana                       
Fire Management,Fire,HELENA FIRE,5199,2017-08-30,2017-09-25,CA,California                    
Fire Management,Fire,PREACHER FIRE,5193,2017-07-24,,NV,Nevada                        
Fire Management,Fire,30TH AVENUE FIRE,5178,2017-04-20,2017-06-05,FL,Florida                       
Fire Management,Fire,RICE RIDGE FIRE ,5207,2017-08-28,2017-09-17,MT,Montana                       
Fire Management,Fire,PIER FIRE,5205,2017-08-29,2017-09-19,CA,California                    
Fire Management,Fire,ROACH FIRE,5188,2017-07-07,2017-07-12,AZ,Arizona                       
Fire Management,Fire,GOODWIN FIRE,5186,2017-06-24,2017-07-04,AZ,Arizona                       
Fire Management,Fire,SOUTH WENAS FIRE,5187,2017-06-27,2017-06-30,WA,Washington                    
Fire Management,Fire,MISSION FIRE,5204,2017-09-04,2017-09-15,CA,California                    
Fire Management,Fire,MILLI 0843 CS FIRE,5196,2017-08-16,2017-09-06,OR,Oregon                        
Fire Management,Fire,BRIAN HEAD FIRE,5185,2017-06-17,2017-07-11,UT,Utah                          
Fire Management,Fire,INDIAN LAKE ESTATES FIRE,5180,2017-04-21,2017-06-09,FL,Florida                       
Fire Management,Fire,CHETCO BAR FIRE,5198,2017-08-19,2017-09-20,OR,Oregon                        
Fire Management,Fire,WEST MIMS FIRE,5181,2017-05-06,2017-07-10,GA,Georgia                       
Fire Management,Fire,PIPELINE FIRE,5195,2017-08-03,2017-08-05,OR,Oregon                        
Fire Management,Fire,HIGHWAY 200 FIRE COMPLEX,5210,2017-09-09,2017-09-18,MT,Montana                       
Fire Management,Fire,OIL WELL FIRE,5191,2017-07-17,2017-07-20,NV,Nevada                        
Fire Management,Fire,RAILROAD FIRE,5202,2017-08-29,2017-09-15,CA,California                    
Fire Management,Fire,UINTAH FIRE,5206,2017-09-05,2017-09-08,UT,Utah                          
Fire Management,Fire,LEHIGH ACRES (ANNA AVE. N.) FIRE,5179,2017-04-21,2017-05-11,FL,Florida                       
Fire Management,Fire,LOLO PEAK FIRE,5197,2017-08-17,2017-09-16,MT,Montana                       
Fire Management,Fire,JOLLY MOUNTAIN FIRE,5200,2017-09-02,2017-09-22,WA,Washington                    
Fire Management,Fire,EL CAJETE FIRE ,5184,2017-06-15,2017-07-16,NM,New Mexico                    
Fire Management,Fire,DETWILER FIRE,5192,2017-07-16,2017-08-01,CA,California                    
Fire Management,Fire,MOOSE PEAK FIRE,5211,2017-09-09,2017-09-20,MT,Montana                       
Fire Management,Fire,WALL FIRE,5189,2017-07-09,,CA,California                    
Fire Management,Fire,ALICE CREEK FIRE,5208,2017-09-08,2017-09-16,MT,Montana                       
Fire Management,Fire,LIZARD FIRE,5183,2017-06-07,2017-06-16,AZ,Arizona                       
Fire Management,Fire,NW OKLAHOMA WILDFIRE OUTBREAK COMPLEX ,5177,2017-03-06,,OK,Oklahoma                      
Fire Management,Fire,ELLSWORTH-LINCOLN-RUSSELL FIRE COMPLEX,5172,2017-03-04,2017-03-15,KS,Kansas                        
Fire Management,Fire,PARTY ROCK FIRE,5161,2016-11-11,2016-11-29,NC,North Carolina                
Fire Management,Fire,141ST FIRE ,5169,2017-02-23,,OK,Oklahoma                      
Fire Management,Fire,CHIMNEY TOP FIRE ,5167,2016-11-28,2016-12-09,TN,Tennessee                     
Fire Management,Fire,FORD COUNTY FIRE COMPLEX,5173,2017-03-04,2017-03-15,KS,Kansas                        
Fire Management,Fire,LITTLE VALLEY FIRE,5156,2016-10-14,2016-10-31,NV,Nevada                        
Fire Management,Fire,JUNKINS FIRE,5157,2016-10-17,2016-10-26,CO,Colorado                      
Fire Management,Fire,PINNACLE MOUNTAIN FIRE,5162,2016-11-12,2016-12-20,SC,South Carolina                
Fire Management,Fire,SOUTHEASTERN KENTUCKY FIRE COMPLEX ,5166,2016-11-18,2016-11-22,KY,Kentucky                      
Fire Management,Fire,OKC FIRE COMPLEX,5168,2017-02-12,,OK,Oklahoma                      
Fire Management,Fire,BEULAH HILL FIRE ,5155,2016-10-04,2016-10-07,CO,Colorado                      
Fire Management,Fire,CLAYTON FIRE,5145,2016-08-13,2016-08-22,CA,California                    
Fire Management,Fire,FLIPPERS BEND FIRE,5159,2016-11-05,2016-12-03,TN,Tennessee                     
Fire Management,Fire,GOLD CANYON FIRE ,5153,2016-08-30,2016-09-01,OR,Oregon                        
Fire Management,Fire,TATUM GULF FIRE,5163,2016-11-13,2016-12-02,GA,Georgia                       
Fire Management,Fire,ROARING LION FIRE,5143,2016-08-01,,MT,Montana                       
Fire Management,Fire,CLARK COUNTY FIRE,5171,2017-03-04,2017-03-15,KS,Kansas                        
Fire Management,Fire,BLUE CUT FIRE,5147,2016-08-16,2016-08-22,CA,California                    
Fire Management,Fire,WELLESLEY FIRE ,5148,2016-08-21,2016-08-24,WA,Washington                    
Fire Management,Fire,EAGLES NEST FIRE,5158,2016-11-08,2016-11-21,KY,Kentucky                      
Fire Management,Fire,EAST MILLER COVE FIRE ,5165,2016-11-17,2016-12-03,TN,Tennessee                     
Fire Management,Fire,SOUTH WARD GAP FIRE,5142,2016-07-31,2016-08-03,WA,Washington                    
Fire Management,Fire,VIRGINIA MOUNTAINS COMPLEX FIRE,5141,2016-07-29,2016-08-07,NV,Nevada                        
Fire Management,Fire,HIGHLAND HILLS FIRE,5170,2017-03-04,2017-03-15,KS,Kansas                        
Fire Management,Fire,YALE FIRE,5149,2016-08-21,2016-08-29,WA,Washington                    
Fire Management,Fire,GOOSE FIRE,5140,2016-07-30,2016-08-08,CA,California                    
Fire Management,Fire,ROOKS COUNTY FIRE,5175,2017-03-04,2017-03-15,KS,Kansas                        
Fire Management,Fire,CHIMNEY FIRE,5146,2016-08-13,2016-09-06,CA,California                    
Fire Management,Fire,PILOT FIRE,5144,2016-08-07,2016-08-16,CA,California                    
Fire Management,Fire,FRONTAGE FIRE,5154,2016-10-02,2016-10-04,NV,Nevada                        
Fire Management,Fire,HENRYS CREEK FIRE,5151,2016-08-21,2016-08-31,ID,Idaho                         
Fire Management,Fire,CEDAR FIRE,5150,2016-08-16,2016-09-08,CA,California                    
Fire Management,Fire,SMITH MOUNTAIN FIRE COMPLEX,5160,2016-11-11,2016-11-29,TN,Tennessee                     
Fire Management,Fire,CHESTNUT KNOB FIRE ,5164,2016-11-19,2016-12-04,NC,North Carolina                
Fire Management,Fire, NESS COUNTY FIRE,5174,2017-03-04,2017-03-15,KS,Kansas                        
Fire Management,Fire,COMANCHE COUNTY FIRE,5176,2017-03-04,2017-03-15,KS,Kansas                        
Fire Management,Fire,SUNCREST FIRE,5152,2016-08-27,2016-08-30,WA,Washington                    
Fire Management,Fire,ROCK FIRE,5138,2016-07-29,2016-07-31,NV,Nevada                        
Fire Management,Fire,AKAWANA FIRE,5126,2016-06-07,2016-06-11,OR,Oregon                        
Fire Management,Fire,TIMBERON FIRE,5134,2016-07-13,2016-08-18,NM,New Mexico                    
Fire Management,Fire,SADDLE FIRE  ,5130,2016-06-21,2016-07-12,UT,Utah                          
Fire Management,Fire,BURR OAK FIRE,5121,2016-04-05,2016-04-06,KS,Kansas                        
Fire Management,Fire,SAND FIRE,5135,2016-07-22,2016-08-01,CA,California                    
Fire Management,Fire,DOG HEAD FIRE,5127,2016-06-14,2016-08-10,NM,New Mexico                    
